win,kills,deaths,assists,gold,dmg,tower,minions,barons,dragons,ttk,tik,ft,fb,vision,ltspl,dto,g_delt,xp_delt,mmr,gold_diff,xp_diff,dmg_diff,kills_diff,kda_diff,vision_score_diff
1,38,26,64,74073,107163,11,727,1.0,3.0,11.0,3.0,0.0,1.0,207,3947,45995,1872.7,1086.2,198.19999999999993,8948,-176.20000000000005,-9547,12,2.186234817813765,53
1,22,10,42,50291,68350,9,525,1.0,4.0,9.0,2.0,1.0,1.0,122,2704,58160,1783.1000000000001,1317.3000000000002,67.40000000000009,11460,284.10000000000014,18347,12,5.127272727272728,-4
1,34,39,86,74468,148364,9,722,1.0,2.0,9.0,2.0,0.0,0.0,133,3898,49295,1533.7,1054.7,83.0,950,-107.79999999999995,707,-5,0.3340659340659342,-42
1,48,23,83,63349,107384,9,513,0.0,2.0,9.0,2.0,1.0,0.0,128,5080,41539,2154.6000000000004,1460.7,39.40000000000009,9225,300.20000000000005,-13689,25,4.424818840579711,-17
1,31,14,63,56899,82672,8,570,1.0,3.0,8.0,2.0,1.0,1.0,149,2794,50460,1794.5000000000002,1329.5,-106.19999999999982,9601,154.70000000000005,5226,17,5.778801843317972,38
1,34,10,51,56926,85327,10,546,0.0,4.0,11.0,3.0,1.0,0.0,124,3860,39007,2014.8000000000002,1341.6,16.40000000000009,16931,256.9000000000001,33222,24,7.705882352941177,60
1,36,20,51,66252,116045,10,633,1.0,2.0,11.0,3.0,0.0,1.0,160,3795,47790,2042.6999999999998,1314.2,174.39999999999986,9553,56.700000000000045,30216,16,2.711111111111111,7
1,36,25,39,60161,84195,10,550,1.0,3.0,10.0,2.0,0.0,1.0,91,2311,42224,1976.5000000000002,1385.1,-24.0,11246,2.099999999999909,5257,11,1.8055555555555556,-5
1,44,34,52,71599,146483,10,657,1.0,4.0,11.0,3.0,1.0,1.0,191,3806,53760,1845.9,1457.5,4.2000000000000455,4872,261.10000000000014,8683,10,0.8917112299465242,62
1,52,39,95,80107,171705,9,620,1.0,5.0,11.0,5.0,1.0,0.0,200,4182,84401,1991.3999999999999,1314.5,3.400000000000091,5945,117.90000000000009,58586,13,1.8653846153846154,74
1,0,1,0,4369,1571,0,34,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,166.60000000000014,311,0.0,847,0,0.0,0
1,35,17,52,58413,74176,10,556,1.0,4.0,10.0,2.0,0.0,1.0,107,3906,46446,1920.9,1245.2,244.4000000000001,13181,24.0,16956,18,4.256535947712418,29
1,50,44,50,68335,138390,9,572,0.0,3.0,9.0,2.0,1.0,0.0,137,2649,35732,1901.1999999999998,1244.7,20.200000000000045,1551,48.90000000000009,1375,8,0.5864527629233514,17
1,38,30,55,71961,166562,8,708,1.0,5.0,11.0,3.0,1.0,1.0,147,4057,64100,1743.1,1399.9,46.0,9624,276.20000000000005,21848,8,0.9157894736842107,24
1,39,18,62,73101,112639,9,830,0.0,5.0,9.0,2.0,1.0,0.0,215,6064,85816,1717.1000000000001,1254.6,84.59999999999991,10312,86.89999999999986,-2113,21,4.713675213675213,102
1,34,33,74,67884,149038,10,559,2.0,4.0,11.0,5.0,1.0,1.0,181,3044,57853,1840.0000000000002,1137.2,19.799999999999955,8227,-172.29999999999995,56716,1,0.7139037433155084,37
1,2,1,0,4862,2375,0,25,0.0,0.0,0.0,0.0,0.0,0.0,2,134,0,0.0,0.0,-111.59999999999991,466,0.0,844,1,1.5,2
1,49,42,81,75339,144642,9,594,2.0,3.0,10.0,3.0,0.0,1.0,93,2699,74595,2047.6,1236.1,-15.799999999999955,4715,-109.70000000000027,34142,7,1.054421768707483,-28
1,35,23,64,49814,76627,5,437,0.0,0.0,6.0,2.0,0.0,0.0,96,4036,21070,2108.0,1269.5,269.1999999999998,5194,-8.299999999999955,12939,12,2.1900621118012418,-27
1,32,31,52,59491,99094,6,551,1.0,5.0,6.0,1.0,1.0,1.0,120,2512,47236,1746.5,1240.9,12.0,9479,75.40000000000009,14943,2,0.7409274193548385,17
1,26,8,25,41293,38352,7,446,0.0,3.0,8.0,0.0,1.0,0.0,87,1800,30521,2399.2000000000003,1409.5000000000002,132.79999999999995,13412,228.8000000000004,10166,18,5.798076923076923,36
1,39,30,46,57202,81792,11,450,1.0,3.0,11.0,3.0,1.0,1.0,74,2436,34425,2131.0,1690.5,22.200000000000045,10959,402.0999999999999,23976,9,1.3205128205128207,-15
1,28,25,48,58541,68730,7,604,1.0,3.0,7.0,1.0,0.0,1.0,118,4417,56093,1653.3999999999999,1173.5,142.80000000000018,4566,23.40000000000009,-12580,4,1.04,8
1,18,7,30,38087,46124,5,405,0.0,2.0,5.0,1.0,1.0,0.0,63,2739,29978,2171.1,1116.2000000000003,-3.2000000000000455,7700,100.10000000000036,15779,11,5.968253968253968,-1
1,46,19,64,55603,88380,9,374,1.0,2.0,10.0,2.0,1.0,1.0,89,4207,50547,2260.9,1519.3000000000002,-6.9500000000000455,12563,152.80000000000018,33663,27,4.919908466819222,-1
1,41,30,84,59096,90742,6,558,1.0,1.0,6.0,1.0,0.0,1.0,66,2121,20052,1657.5,1186.8999999999999,-1.0,1621,-185.4000000000001,9400,11,2.5325203252032527,-44
1,48,40,82,74293,142757,10,679,1.0,2.0,11.0,2.0,1.0,1.0,180,3107,63595,2182.6,1158.7,-141.0,8207,-138.49999999999977,6550,8,1.0,30
1,27,8,40,48683,70577,9,510,0.0,3.0,10.0,2.0,1.0,0.0,89,3587,39773,2033.0,1457.9,75.20000000000005,13682,389.5999999999999,19190,19,7.782407407407407,47
1,19,2,15,30853,27393,4,311,0.0,2.0,4.0,0.0,1.0,0.0,50,1086,16435,0.0,0.0,253.20000000000005,12770,-986.9000000000001,14471,17,16.842105263157894,18
1,40,28,48,63042,98808,11,543,0.0,3.0,11.0,3.0,1.0,0.0,120,2969,41376,2221.1,1296.3999999999999,111.25,14053,50.59999999999991,21805,12,1.6678571428571427,14
1,30,17,42,53250,73582,9,536,1.0,3.0,9.0,1.0,1.0,1.0,107,3151,44798,2216.2,1249.6000000000001,29.40000000000009,12305,-22.899999999999864,24530,13,3.1686274509803924,28
1,38,35,53,68358,146739,9,598,1.0,4.0,9.0,2.0,1.0,1.0,148,2772,59765,2241.6,1147.2,33.19999999999982,6824,-311.5,35548,3,0.4421052631578948,27
1,0,1,0,5078,1501,0,50,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,118.54999999999995,559,0.0,1,0,0.0,1
1,23,6,26,44188,50897,9,445,0.0,4.0,10.0,1.0,1.0,0.0,99,4248,39583,1860.0,1127.1,147.4000000000001,10479,25.5,8064,17,7.731884057971014,29
1,37,19,54,54789,76575,8,435,1.0,2.0,9.0,2.0,0.0,1.0,46,2908,30565,2100.0,1529.1000000000001,-108.40000000000009,10451,59.600000000000136,13496,18,3.5192034139402564,-52
1,43,26,49,63361,113198,10,627,1.0,2.0,11.0,2.0,1.0,1.0,96,3135,35388,2101.7999999999997,1352.3999999999999,-135.79999999999995,10149,152.79999999999973,25535,17,2.2361359570661894,-22
1,34,19,43,60902,84923,10,555,1.0,2.0,11.0,4.0,1.0,1.0,151,4622,40299,2270.2,1180.3,111.29999999999995,15496,93.5,18607,15,2.640866873065015,56
1,0,1,0,4719,1244,0,47,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,13.199999999999818,298,0.0,519,0,0.0,0
1,31,27,42,59969,95219,8,578,1.0,1.0,8.0,1.0,1.0,1.0,113,2945,40763,1875.5,1359.8999999999999,55.399999999999864,6144,128.49999999999977,15297,4,0.6391875746714457,-20
1,23,21,39,51774,75545,7,505,1.0,2.0,7.0,1.0,0.0,1.0,112,3055,37140,1833.5,1196.2,46.59999999999991,7194,71.5,-1883,2,0.5175983436853002,36
1,30,29,58,60642,97432,6,558,0.0,5.0,7.0,1.0,1.0,0.0,130,3305,47399,1569.1999999999998,1192.4,25.200000000000045,-575,-149.70000000000005,12910,1,0.9344827586206894,-27
1,36,29,48,52338,78926,9,471,0.0,2.0,10.0,3.0,1.0,0.0,101,3138,35218,1956.5,1437.7,53.40000000000009,2676,286.9000000000001,7010,7,0.9798850574712643,0
